nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_x,left_pinky_y,left_pinky_z,right_pinky_x,right_pinky_y,right_pinky_z,left_index_x,left_index_y,left_index_z,right_index_x,right_index_y,right_index_z,Left_hip_x,Left_hip_y,Left_hip_z,Right_hip_x,Right_hip_y,Right_hip_z,Left_knee_x,Left_knee_y,Left_knee_z,Right_knee_x,Right_knee_y,Right_knee_z,Left_ankle_x,Left_ankle_y,Left_ankle_z,Right_ankle_x,Right_ankle_y,Right_ankle_z,Left_heel_x,Left_heel_y,Left_heel_z,Right_heel_x,Right_heel_y,Right_heel_z,Left_foot_x,Left_foot_y,Left_foot_z,Right_foot_x,Right_foot_y,Right_foot_z,Action_Label,ASD_Label
0.6103740334510803,0.631470799446106,0.6462486982345581,0.5803670883178711,0.7004604935646057,0.5918837189674377,0.7815443873405457,0.2777321636676788,0.7678048610687255,0.7496124505996704,0.2745949327945708,0.7807800173759459,0.632415235042572,0.6131523847579956,0.518348217010498,0.1144017726182937,0.0920122116804122,0.0905740708112716,0.0891471356153488,0.0939032882452011,0.0979974716901779,0.0939368084073066,0.0922478809952736,0.0979974716901779,0.1349697262048721,0.1354834288358688,0.1943552941083908,0.2079778164625168,0.3186782598495483,0.3088005185127258,0.3567436337471008,0.2720585465431213,0.3754793107509613,0.2694951891899109,0.3590547144412994,0.251039981842041,0.3558498322963714,0.2565250396728516,0.470252126455307,0.4750022292137145,0.6595931649208069,0.6531338095664978,0.8702551126480103,0.8543596267700195,0.8960831761360168,-0.0522082708775997,-0.0206111874431371,0.2602582573890686,-0.0208544414490461,0.1199523210525512,0.2602582573890686,3.5110293538309634e-05,0.0400807783007621,0.0779312849044799,0.4534941911697388,-0.0805700644850731,0.2807475626468658,-0.2663415372371673,-0.2203855067491531,-0.3085967600345611,-0.3021943569183349,-0.3187486529350281,-0.3143472373485564,-0.2695205509662628,-0.2438203245401382,-0.1850945651531219,0.1846128106117248,-0.260592371225357,0.1030647680163383,-0.2512528598308563,0.127293661236763,-0.2535487115383148,0.1238680556416511,-0.4538789391517639,-0.0439940020442009,2,0
0.6104537844657898,0.6314424872398376,0.6461520791053772,0.5821498036384584,0.6999801993370056,0.5949727892875671,0.7907467484474182,0.3853142261505127,0.7691525220870972,0.7550485134124755,0.39170041680336,0.7874391078948975,0.6346792578697205,0.6462160348892212,0.5295102596282959,0.1135897785425186,0.0912983119487762,0.0898878425359726,0.0885029211640358,0.0934546664357185,0.0979761034250259,0.0936563089489936,0.0920791774988174,0.0979761034250259,0.1340798735618591,0.1345323473215103,0.1912933886051177,0.208689883351326,0.2971691489219665,0.3216928839683532,0.3557027280330657,0.2967678904533386,0.3744456171989441,0.2999565601348877,0.3572255969047546,0.2806814312934875,0.3539629876613617,0.2837238907814025,0.4668391644954681,0.4710124135017395,0.6576018929481505,0.6524168252944945,0.8700135350227357,0.8489330410957336,0.8940916061401366,-0.0401151701807975,-0.0041846153326332,0.2772210538387298,-0.0043323435820639,0.1211836412549018,0.2772210538387298,0.004560770932585,0.0493625327944755,0.0800198465585708,0.4536549150943756,-0.0620878227055072,0.2812514305114746,-0.1978637129068374,-0.2202350795269012,-0.2317454665899276,-0.302230566740036,-0.2288721054792404,-0.3102704882621764,-0.1936738342046737,-0.2415828108787537,-0.1695519834756851,0.1692299097776412,-0.2420575320720673,0.0924655199050903,-0.2282592207193374,0.1117789894342422,-0.2325782179832458,0.1083847284317016,-0.4342026114463806,-0.052249327301979,2,0
0.6117385625839232,0.6324377059936523,0.6471071243286133,0.5842475295066833,0.7001144289970398,0.5972133278846741,0.7904253005981445,0.3913705945014953,0.764024019241333,0.7515770196914672,0.3965524137020111,0.7992872595787048,0.6417415738105774,0.6639679670333862,0.5427618026733398,0.1129278168082237,0.0907598584890365,0.089445874094963,0.088153563439846,0.0927985236048698,0.097674086689949,0.0928540080785751,0.0920205935835838,0.097674086689949,0.1335683614015579,0.1338269412517547,0.1889904886484146,0.2081896364688872,0.2845176160335541,0.3182961344718932,0.3547099828720093,0.2976457774639129,0.3739061653614044,0.3016057014465332,0.3563379347324371,0.2824945449829101,0.352959930896759,0.2850273549556732,0.4643306136131287,0.4696668982505798,0.6561859250068665,0.6481558084487915,0.8590701222419738,0.83988618850708,0.8930709958076477,-0.0383112654089927,-0.0016536025796085,0.2793235778808594,-0.0017647867789492,0.12233217805624,0.2793235778808594,0.0046199476346373,0.0502129457890987,0.0805352553725242,0.4513332843780517,-0.0683690384030342,0.2778408229351044,-0.1985309571027756,-0.2276275902986526,-0.2335194051265716,-0.3117266893386841,-0.2242095172405243,-0.3112972974777221,-0.1913498491048813,-0.2446165978908538,-0.1568793356418609,0.1566247791051864,-0.2309764623641968,0.0883514136075973,-0.1762534826993942,0.1242205798625946,-0.1765441000461578,0.1239810734987258,-0.3734417855739593,-0.039199948310852,2,0
0.6122984886169434,0.6326579451560974,0.6472696661949158,0.585723340511322,0.7001122236251831,0.5987357497215271,0.7997687458992003,0.3910316526889801,0.7758544087409973,0.7611504197120665,0.3965286314487456,0.8098013401031494,0.6482644081115723,0.6751415729522705,0.5543637871742249,0.11258564889431,0.0905219763517379,0.0892334133386611,0.0879717990756034,0.0926026850938797,0.0976687222719192,0.0926825776696205,0.091963455080986,0.0976687222719192,0.1331523358821869,0.1335612535476684,0.1863185316324234,0.2081252038478851,0.2825255990028381,0.31601682305336,0.3536003232002258,0.2976759374141692,0.3728750944137572,0.3017730116844176,0.3552138805389404,0.2837995886802673,0.3517119288444519,0.286077082157135,0.4632534384727478,0.4654628336429596,0.6521977186203003,0.6412583589553833,0.853287398815155,0.8349970579147338,0.8923088908195494,-0.0680409669876098,-0.033707395195961,0.2445513010025024,-0.0338291712105274,0.095869518816471,0.2445513010025024,-0.0272070560604333,0.0159065295010805,0.0715920999646186,0.3899048566818237,-0.0876839235424995,0.2027962803840637,-0.250162124633789,-0.3217333853244781,-0.2917620539665222,-0.4131450653076172,-0.2907558083534241,-0.4143204092979431,-0.2481391429901123,-0.3396379649639129,-0.1391257047653198,0.1389640420675277,-0.2120485454797744,0.0584064684808254,-0.1850819289684296,0.1175469681620597,-0.1898677349090576,0.1191549077630043,-0.3969862163066864,-0.0399058796465396,2,0
0.61278235912323,0.6331010460853577,0.647618293762207,0.5870985388755798,0.7002019286155701,0.6003082990646361,0.7961945533752441,0.373239517211914,0.7677474021911621,0.7507963180541992,0.372591495513916,0.8173972368240355,0.6528281569480896,0.6879092454910278,0.5613132119178772,0.111957810819149,0.0901927649974822,0.0889603421092033,0.0877671167254447,0.0922356992959976,0.0975618213415145,0.0922645777463912,0.0919242352247238,0.0975618213415145,0.1324125379323959,0.1328778266906738,0.1844070702791213,0.2077778577804565,0.2833919525146484,0.3128024041652679,0.3529598712921142,0.298612743616104,0.3734604120254516,0.3041735291481018,0.3547585904598236,0.2868445813655852,0.3509446680545807,0.288715362548828,0.4612751007080078,0.4610495567321777,0.6504001617431641,0.6350851058959961,0.8635905981063842,0.8316937685012817,0.8919873237609862,-0.1498651653528213,-0.1131838485598564,0.158219888806343,-0.1132819354534149,-0.0032016155309975,0.158219888806343,-0.10825627297163,-0.0613531172275543,-0.0224994588643312,0.3173252940177917,-0.164506658911705,0.2128777801990508,-0.3089736998081207,-0.2504676282405852,-0.3551154136657715,-0.3319583833217621,-0.348584920167923,-0.348312497138977,-0.3039400577545166,-0.2710680961608886,-0.139090895652771,0.1389268487691879,-0.2269871234893798,0.0219435803592205,-0.2072162479162216,0.105256550014019,-0.2129699289798736,0.1131221652030944,-0.4294853508472442,-0.0444846265017986,2,0
0.6131535172462463,0.6334549784660339,0.6479237079620361,0.588464081287384,0.7003821730613708,0.6022757887840271,0.7975433468818665,0.3609577119350433,0.7704778909683228,0.7523509263992308,0.3423357307910919,0.8182001709938049,0.6533476710319519,0.7040390372276306,0.5733059644699097,0.1119481176137924,0.0902071669697761,0.0889908000826835,0.0878208056092262,0.0922403186559677,0.0976002067327499,0.0922572463750839,0.0919815972447395,0.0976002067327499,0.1324065029621124,0.1328639835119247,0.1837387979030608,0.2076023817062377,0.2825541794300079,0.3110193014144897,0.3527789711952209,0.2957077622413635,0.3728600144386292,0.299932599067688,0.3542708456516266,0.2836179137229919,0.3504029214382172,0.2861918807029724,0.4581273496150969,0.4583702981472015,0.6502381563186646,0.6350400447845458,0.8663277626037597,0.832714557647705,0.8946039080619811,-0.1414656192064285,-0.106942780315876,0.1683205962181091,-0.1070034056901931,0.0168734397739171,0.1683205962181091,-0.0971962213516235,-0.0530022345483303,0.0075363432988524,0.3244631588459015,-0.1280270367860794,0.2235111445188522,-0.2908324003219604,-0.1814998239278793,-0.3368146419525146,-0.2599073946475982,-0.3351758420467376,-0.280146837234497,-0.288701593875885,-0.2042444795370101,-0.1280023753643036,0.1278127282857895,-0.2323885113000869,4.959317084285431e-05,-0.2260483652353286,0.0677695944905281,-0.2326827198266983,0.070609264075756,-0.4509221017360687,-0.1143919005990028,2,0
0.6132917404174805,0.6335774660110474,0.6480159163475037,0.5891030430793761,0.7004019618034363,0.6031731367111206,0.7925480604171754,0.3529289960861206,0.7673380374908446,0.7511819005012512,0.3330634832382202,0.8171969056129454,0.6534781455993652,0.701009213924408,0.5730291604995728,0.1119556650519371,0.0903109088540077,0.0891151577234268,0.0879694521427154,0.0922984108328819,0.0976628214120864,0.0922769829630851,0.0920541360974311,0.0976628214120864,0.1324175745248794,0.132870614528656,0.1832277178764343,0.20655357837677,0.2821523547172546,0.3100269138813019,0.3526834547519684,0.2951638400554657,0.3724747300148009,0.2997069656848907,0.353961169719696,0.2836881279945373,0.3502572774887085,0.2862938642501831,0.4548010230064392,0.4552353024482727,0.6479661464691162,0.6327186226844788,0.8685301542282104,0.832067608833313,0.8942281007766724,-0.1509729772806167,-0.1149524822831153,0.1560756117105484,-0.1149912849068641,-0.0025924637448042,0.1560756117105484,-0.1063323691487312,-0.0601439140737056,-0.0127149196341633,0.3178582489490509,-0.153076484799385,0.2296453714370727,-0.3121476173400879,-0.161305084824562,-0.3577506244182586,-0.2372916340827941,-0.3524819910526276,-0.2594730257987976,-0.3077349066734313,-0.1854168325662613,-0.1310064494609832,0.1308244615793228,-0.2337112873792648,0.0045806928537786,-0.2347860336303711,0.0566762126982212,-0.2419016361236572,0.0567905642092227,-0.460913598537445,-0.1254353672266006,2,0
0.6136513352394104,0.633926510810852,0.6483125686645508,0.5898451209068297,0.7004339694976808,0.6039931178092957,0.7896762490272523,0.3232868015766144,0.7632532119750975,0.7479869127273558,0.325072318315506,0.8169804811477661,0.6526486277580261,0.696552574634552,0.5731090307235718,0.1119120940566062,0.0903122946619987,0.0891187712550163,0.0879743546247482,0.0922811776399612,0.097662441432476,0.092229813337326,0.0920542627573013,0.097662441432476,0.1323459893465042,0.1328242868185043,0.1829698532819748,0.2064519822597504,0.2819861173629761,0.3098109364509582,0.3533979058265686,0.2927466630935669,0.3747835457324981,0.2960432469844818,0.3555998504161834,0.2799600362777709,0.3513635694980621,0.2830154001712799,0.456007331609726,0.4566843509674072,0.6493026614189148,0.6358512043952942,0.8715642690658569,0.8350766897201538,0.8991950750350952,-0.1803499609231948,-0.1435271948575973,0.1267087459564208,-0.1436009109020233,-0.0354961715638637,0.1267087459564208,-0.1329490393400192,-0.0856861025094986,-0.0472932495176792,0.3031994998455048,-0.1891959756612777,0.2330484986305236,-0.3580625355243683,-0.1652902513742447,-0.4031276702880859,-0.2407929599285125,-0.4037664234638214,-0.2646790146827698,-0.3560006320476532,-0.1908079981803894,-0.1346869468688964,0.1344725936651229,-0.2140157967805862,0.0498119182884693,-0.1962109059095382,0.1024264469742774,-0.2016302794218063,0.1006321236491203,-0.417187213897705,-0.0760515630245208,2,0
0.6137688755989075,0.6340512633323668,0.6484158039093018,0.5902524590492249,0.7004557251930237,0.6046441197395325,0.7887436151504515,0.3027588427066803,0.7611058354377745,0.7457703351974486,0.3069892525672912,0.8166713118553162,0.65168297290802,0.6956052780151367,0.5730897784233093,0.1118542402982711,0.090304434299469,0.089113138616085,0.087970957159996,0.0922418236732482,0.0976163074374198,0.0921404808759689,0.0920479819178581,0.0976163074374198,0.1322602331638336,0.1327368170022964,0.1824369728565216,0.2061393707990646,0.2822414934635162,0.3071511387825012,0.3533256649971008,0.2909139692783356,0.3753514289855957,0.2925877869129181,0.3559609949588776,0.2764696180820464,0.3514764904975891,0.2797516584396362,0.4558539390563965,0.4566425681114197,0.6491791605949402,0.6363005042076111,0.8721482157707214,0.8365103006362915,0.9006735682487487,-0.18202506005764,-0.1458585560321808,0.1234937757253646,-0.1459300965070724,-0.0359596349298954,0.1234937757253646,-0.1344760656356811,-0.0879297256469726,-0.0435197912156581,0.296436995267868,-0.1853793263435364,0.2351964265108108,-0.3647930026054382,-0.1623060703277588,-0.4109508097171784,-0.2378115504980087,-0.4124954640865325,-0.2638420760631561,-0.3634458184242248,-0.1887086629867553,-0.1357424110174179,0.1355159133672714,-0.2148937284946441,0.0522136539220809,-0.2033384144306183,0.09905207157135,-0.2093013375997543,0.0964785069227218,-0.4273591637611388,-0.0819178447127342,2,0
0.6139946579933168,0.6343768835067749,0.6487743258476257,0.590470552444458,0.7007165551185608,0.6048921346664429,0.777351975440979,0.2959266602993011,0.7469096779823302,0.7322436571121216,0.2968026399612427,0.8161765336990355,0.6503773331642151,0.6923732757568359,0.5717726349830627,0.1118148192763328,0.0902677178382873,0.0890879184007644,0.0879552215337753,0.0921632796525955,0.0975860878825187,0.0920250490307808,0.0920485183596611,0.0975860878825187,0.1322406977415084,0.1327123641967773,0.1824975460767745,0.205909326672554,0.3051686882972717,0.3049870431423187,0.3542065024375915,0.2898243367671966,0.3762826323509216,0.2907619476318359,0.3563607037067413,0.2743452787399292,0.3516990840435028,0.2776733040809631,0.4562375545501709,0.4566656947135925,0.6490880250930786,0.6354629993438721,0.8720337152481078,0.8338030576705933,0.898540198802948,-0.2049426585435867,-0.1685798019170761,0.1010217368602752,-0.1686627864837646,-0.0601656809449195,0.1010217368602752,-0.1567236483097076,-0.1097660064697265,-0.0771223008632659,0.2831651568412781,-0.2152376174926757,0.2366320341825484,-0.388273149728775,-0.148644134402275,-0.4354795217514038,-0.2208588421344756,-0.435269683599472,-0.2515122592449188,-0.3866314888000488,-0.1766966432332992,-0.1358757466077804,0.13566455245018,-0.2166052013635635,0.0577474758028984,-0.1912822723388672,0.1142350807785987,-0.1957721710205078,0.1136465147137642,-0.4054189026355744,-0.0552081540226936,2,0
